incorrect_word,correct_word,note,type
renewable,รีนิวเอเบิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
report,รีพอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Request For Proposal,รีเควสต์ฟอร์พรอโพซัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
requirement,รีไควร์เมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
research,รีเซิร์ช,คำทับศัพท์ทางการวุฒิสภา,transliteration
reserve,รีเซิร์ฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
resilience,รีซิเลนซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
resistor,รีซิสเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
reskill,รีสกิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
resort,รีสอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
response,เรสปอนส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
responsible,เรสปอนซิเบิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Restitution,เรสติทูชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
restraining,รีสเตรนนิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
result,รีซัลส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
return,รีเทิร์น,คำทับศัพท์ทางการวุฒิสภา,transliteration
reuters,รอยเตอส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Revenue,เรเวอนิว,คำทับศัพท์ทางการวุฒิสภา,transliteration
review,รีวิว,คำทับศัพท์ทางการวุฒิสภา,transliteration
review literature,รีวิวลิเทอเรเชอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
revisit model,รีวิซิตโมเดล,คำทับศัพท์ทางการวุฒิสภา,transliteration
revolving fund,ริวอลวิงฟันด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
ribbon,ริบบิ้น,คำทับศัพท์ทางการวุฒิสภา,transliteration
riceberry,ไรซ์เบอร์รี,คำทับศัพท์ทางการวุฒิสภา,transliteration
rider,ไรเดอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
right to be forgotten,ไรต์ทูบีฟอร์กอตเทน,คำทับศัพท์ทางการวุฒิสภา,transliteration
RIMES,ไรมส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Risks Ratings,ริสกส์เรตติงส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
